ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-2347054,3,28.873426,-82.092247,Wildwood,Sumter,FL,45,39,80,29.9,10,13,0
A-2627199,2,36.086029,-79.789192,Greensboro,Guilford,NC,86,,49,29.99,10,9.2,
A-1670508,3,34.822659,-82.291275,Greenville,Greenville,SC,46.9,,86,29.88,8,13.8,0.03
A-1165929,2,43.075157,-87.957375,Milwaukee,Milwaukee,WI,55,55,88,29.22,2,16,0
A-2655122,3,38.870068,-77.046875,Arlington,Arlington,VA,82.9,,67,30.08,10,6.9,
A-427232,2,40.202072,-75.255402,Ambler,Montgomery,PA,59,,100,29.96,4,,
A-863012,3,36.17522,-86.020454,Gordonsville,Smith,TN,54,54,51,28.94,10,6,0
A-2718913,2,38.63985,-121.48438,Sacramento,Sacramento,CA,78.8,,15,29.92,10,4.6,
A-3127565,2,29.658457,-95.355423,Houston,Harris,TX,79,79,79,30.05,10,9,0
A-3764313,2,37.844546,-122.297993,Emeryville,Alameda,CA,59,59,75,30.02,10,5,0
A-3193590,2,33.871637,-79.051708,Conway,Horry,SC,61,61,100,30.13,10,3,0.04
A-2793827,2,35.848036,-78.795159,Morrisville,Wake,NC,75.9,,91,30.22,10,5.8,
A-1221166,3,38.729961,-90.332802,Saint Louis,St. Louis County,MO,81,81,67,29.49,10,5,0
A-2493619,2,42.254292,-88.000893,Mundelein,Lake,IL,36,29.6,73,30.26,10,8.1,
A-766710,2,44.146641,-93.953972,Mankato,Blue Earth,MN,57,57,24,28.98,10,15,0
A-4154962,2,38.134539,-121.257371,Lodi,San Joaquin,CA,93,,32,29.83,10,12.7,
A-1963170,3,34.829239,-82.303192,Greenville,Greenville,SC,82.9,,72,30.02,10,11.5,
A-198447,3,41.06271,-73.862244,Tarrytown,Westchester,NY,39.9,29.2,47,29.66,10,25.3,0
A-2942421,2,47.75828,-122.17793,Bothell,King,WA,54,,86,30.03,10,9.2,
A-3032290,2,36.206163,-86.870537,Nashville,Davidson,TN,67,67,49,29.4,10,23,0
A-1751157,2,33.590973,-112.260643,Peoria,Maricopa,AZ,66.2,,11,30.11,10,15,
A-2944013,2,40.23689,-104.98031,Platteville,Weld,CO,85.5,,33,30.32,7,6.9,
A-2801574,2,40.72525,-73.93381,Brooklyn,Kings,NY,88,,51,29.91,9,5.8,
A-1485646,2,36.119049,-95.861122,Tulsa,Tulsa,OK,65,65,75,29.24,10,13,0
A-596748,3,39.109035,-94.812096,Kansas City,Wyandotte,KS,50,50,93,29.36,7,10,0
A-1837515,3,42.378517,-83.212181,Detroit,Wayne,MI,37.9,31.5,65,30.1,10,9.2,
A-842375,2,27.75264,-82.636917,Saint Petersburg,Pinellas,FL,71,71,93,30.18,10,3,0
A-3740246,2,37.3837,-121.97014,Santa Clara,Santa Clara,CA,67,67,36,30.18,10,9,0
A-841990,3,40.026672,-74.821587,Mount Holly,Burlington,NJ,45,40,97,29.95,2,9,0.04
A-1868833,2,33.865913,-98.535973,Wichita Falls,Wichita,TX,78.3,,83,30.09,10,4.6,
A-498076,2,28.538223,-81.3312,Orlando,Orange,FL,91.9,,50,30.06,10,,
A-3866648,2,33.886552,-118.355412,Lawndale,Los Angeles,CA,81,81,58,29.82,10,8,0
A-1362018,2,34.971298,-82.326233,Taylors,Greenville,SC,81,81,67,28.92,10,6,0
A-2791307,2,42.97031,-87.9153,Milwaukee,Milwaukee,WI,73.9,,68,30.09,10,8.1,
A-3428295,2,33.559595,-117.672082,Mission Viejo,Orange,CA,59,59,81,30,9,0,0
A-2840164,3,46.824414,-123.121457,Rochester,Thurston,WA,51.8,,88,29.9,10,6.9,
A-1055376,2,42.274342,-71.109161,Mattapan,Suffolk,MA,66,66,68,29.84,10,5,0
A-1701094,2,35.195911,-80.827248,Charlotte,Mecklenburg,NC,46,41,96,30.18,1,10.4,0.06
A-715058,2,30.320471,-81.700111,Jacksonville,Duval,FL,86,86,74,29.95,10,6,0
A-1949106,3,30.728827,-85.185417,Marianna,Jackson,FL,86,,65,29.99,10,9.2,
A-1504784,2,40.229549,-75.314369,Lansdale,Montgomery,PA,23,18.4,54,30.13,10,3.5,
A-2635127,3,30.460377,-97.667564,Pflugerville,Travis,TX,82.4,,66,29.88,10,5.8,
A-4170665,2,35.570069,-82.491821,Asheville,Buncombe,NC,57,57,69,27.41,10,10,0
A-224298,3,39.747013,-84.205482,Dayton,Montgomery,OH,51.1,,54,30.04,10,17.3,
A-3222114,2,34.067573,-117.982231,Baldwin Park,Los Angeles,CA,68,68,52,29.96,10,3,0
A-1822208,2,33.944313,-80.903778,Columbia,Richland,SC,64.9,,90,30.17,8,,
A-1791022,2,33.377762,-112.030441,Phoenix,Maricopa,AZ,64.9,,37,29.68,10,,
A-2258559,3,32.920769,-96.750847,Dallas,Dallas,TX,66.2,,35,29.76,10,17.3,
A-4062280,2,40.642411,-74.288623,Cranford,Union,NJ,50.9,,62,29.69,10,8.1,
A-2141348,4,39.046085,-94.415253,Independence,Jackson,MO,73.9,,59,29.99,10,6.9,
A-1733595,2,40.233856,-111.687447,Provo,Utah,UT,46,,83,,,,
A-1979341,2,34.041203,-80.261681,Mayesville,Lee,SC,73.4,,94,30.17,6,,
A-4144745,2,38.56771,-121.50684,Sacramento,Sacramento,CA,75.9,,48,29.84,10,9.2,
A-1811852,3,44.997753,-92.959106,Saint Paul,Washington,MN,46.4,41.5,93,29.9,10,10.4,
A-886827,3,35.645786,-82.581902,Asheville,Buncombe,NC,46,43,50,28.25,10,6,0
A-3370747,2,28.565391,-81.187084,Orlando,Orange,FL,83,83,67,30.01,10,9,0
A-1042365,3,30.322809,-97.706558,Austin,Travis,TX,82,82,35,29.44,10,9,0
A-2894125,2,47.30271,-122.2559,Pacific,King,WA,42.8,,100,30.07,4,,
A-671337,2,35.768715,-78.523209,Knightdale,Wake,NC,,,,,,,
A-3945043,2,40.689908,-111.95199,West Valley City,Salt Lake,UT,27.5,19.3,96,29.98,7,8.1,
A-1996109,2,40.771702,-73.875755,Flushing,Queens,NY,82,,33,30.31,10,8.1,
A-2751980,2,42.35946,-83.57555,Plymouth,Washtenaw,MI,27,13.5,78,30.14,2,19.6,0
A-3893209,2,37.46703,-122.15227,Menlo Park,San Mateo,CA,57.2,,77,29.92,10,,
A-1098415,2,32.772598,-96.798386,Dallas,Dallas,TX,42,38,73,29.9,10,7,0
A-3847733,2,40.741038,-73.47387,Bethpage,Nassau,NY,61,61,64,30.2,10,6,0
A-434964,2,29.696745,-95.575256,Houston,Harris,TX,86,,67,29.7,6,17.3,
A-329127,3,41.228508,-81.627563,Richfield,Summit,OH,21.9,6.9,66,30.12,1,19.6,0
A-1588967,3,35.794323,-78.582642,Raleigh,Wake,NC,48,,39,30.17,10,3.5,
A-194696,2,40.693432,-74.188057,Newark,Essex,NJ,43,35.7,62,29.92,10,15,
A-3734265,2,34.077105,-117.200496,Redlands,San Bernardino,CA,81,81,14,28.78,10,9,0
A-1809456,3,30.004837,-90.025917,New Orleans,Orleans,LA,78.1,,81,29.86,10,18.4,0
A-2968146,2,33.95239,-98.52575,Wichita Falls,Wichita,TX,59,59,53,29.09,10,15,0
A-2250511,3,38.883518,-77.01236,Washington,District of Columbia,DC,51.1,,33,29.62,10,13.8,
A-851167,2,32.689751,-96.963226,Grand Prairie,Dallas,TX,60,60,100,29.37,5,0,0
A-2928051,3,39.07558,-94.608331,Kansas City,Wyandotte,KS,,,,,,,
A-497608,2,32.568417,-117.045486,San Ysidro,San Diego,CA,64.9,,90,29.95,10,3.5,
A-2947583,3,36.59513,-87.27878,Clarksville,Montgomery,TN,89.1,,43,29.98,10,4.6,
A-2812685,2,40.54963,-85.55061,Marion,Grant,IN,82.6,,51,30.04,7,,
A-4132568,4,41.29747,-72.94893,New Haven,New Haven,CT,66,,38,30.35,10,11.5,
A-3550904,3,33.71585,-84.31045,Atlanta,DeKalb,GA,67,67,70,29.08,6,8,0.01
A-696816,2,36.205681,-86.765808,Nashville,Davidson,TN,81,81,65,29.38,10,7,0
A-150785,3,33.632896,-84.400795,Atlanta,Clayton,GA,66,,81,30.25,10,,
A-2126796,3,32.792614,-96.625275,Mesquite,Dallas,TX,84.2,,55,29.93,10,11.5,
A-3478567,1,38.77064,-90.24271,Saint Louis,St. Louis County,MO,57,57,64,29.49,10,7,0
A-445981,2,43.029522,-83.728905,Flint,Genesee,MI,80.1,,48,29.7,10,16.1,
A-3095904,2,36.569173,-119.754934,Fresno,Fresno,CA,,,,,,,
A-3769856,2,37.85155,-122.29935,Berkeley,Alameda,CA,55,55,77,30.19,10,8,0
A-1561864,2,35.321632,-80.940781,Charlotte,Mecklenburg,NC,30.9,24.3,72,30.33,10,6.9,
A-1843253,3,42.995564,-77.367493,Farmington,Ontario,NY,39.9,32.5,83,30.19,10,12.7,
A-3308892,2,40.09123,-75.384804,King of Prussia,Montgomery,PA,24,24,76,30.2,10,0,0
A-1670590,3,30.189779,-81.665924,Jacksonville,Duval,FL,44.1,42.5,82,30.02,10,3.5,
A-2570923,2,27.981585,-82.510803,Tampa,Hillsborough,FL,64.9,,48,29.98,10,4.6,
A-3405330,2,35.231634,-80.850422,Charlotte,Mecklenburg,NC,63,63,78,29.54,10,7,0
A-4073104,2,32.80015,-96.82141,Dallas,Dallas,TX,66,,93,29.99,5,,0.07
A-295318,2,30.344301,-97.580338,Manor,Travis,TX,77,,100,30.07,10,,
A-2222175,2,30.344299,-97.580338,Manor,Travis,TX,71.6,,88,29.91,7,9.2,
A-1896579,2,33.574955,-117.63475,Ladera Ranch,Orange,CA,70,,73,29.9,10,4.6,
A-1773267,3,33.699375,-84.498657,Atlanta,Fulton,GA,52,,59,30.14,10,11.5,
A-504708,2,40.570114,-74.327644,Iselin,Middlesex,NJ,87.3,,30,29.88,10,,
A-2985446,2,34.601873,-118.143013,Palmdale,Los Angeles,CA,55,55,23,27.37,10,0,0
A-766960,2,36.13414,-86.72261,Nashville,Davidson,TN,66,66,34,29.41,10,6,0
A-3929090,2,39.980179,-111.353455,Springville-Mapleton,Utah,UT,,,,,,,
A-601794,2,33.986809,-82.003159,Troy,Greenwood,SC,86,86,59,29.43,10,0,0
A-2575634,2,35.735497,-78.649071,Raleigh,Wake,NC,70,,41,30.05,10,11.5,
A-4220382,2,45.264264,-123.023379,Dundee,Yamhill,OR,77,77,42,29.89,10,5,0
A-2360418,2,36.795216,-119.74614,Fresno,Fresno,CA,53.1,,86,29.73,7,11.5,0.03
A-1945427,2,32.484051,-86.414383,Prattville,Autauga,AL,92.8,,50,30.04,10,,0
A-2700699,2,30.498947,-91.132675,Baton Rouge,East Baton Rouge,LA,89.1,,59,29.88,10,5.8,
A-3855971,2,33.458906,-117.655867,San Clemente,Orange,CA,63,63,84,29.8,10,0,0
A-712320,2,37.393639,-121.872536,San Jose,Santa Clara,CA,76,76,42,29.98,10,7,0
A-3576694,2,33.642605,-117.604005,Rancho Santa Margarita,Orange,CA,59,59,78,29.76,4,8,0.04
A-2462697,2,34.706142,-82.229218,Simpsonville,Greenville,SC,71.6,,38,30.12,10,4.6,
A-815008,3,33.625484,-112.116692,Phoenix,Maricopa,AZ,90,90,15,28.24,10,7,0
A-215020,3,41.84576,-71.410995,Providence,Providence,RI,82,,54,30.1,10,6.9,
A-1073461,3,35.466969,-80.586594,Kannapolis,Cabarrus,NC,68,68,94,29.15,7,8,0
A-2022566,3,28.027182,-82.186951,Plant City,Hillsborough,FL,71.6,,88,29.85,10,6.9,
A-1468072,2,27.462391,-82.575363,Bradenton,Manatee,FL,73,73,79,29.95,10,0,0
A-65233,2,33.394932,-117.593826,San Clemente,San Diego,CA,,,,,,,
A-3853684,2,37.892935,-121.282181,French Camp,San Joaquin,CA,80,80,28,29.86,10,9,0
A-2062220,3,38.986404,-76.577354,Annapolis,Anne Arundel,MD,79,,66,29.95,10,9.2,
A-3097597,2,33.386217,-111.890999,Tempe,Maricopa,AZ,100,100,9,28.72,10,3,0
A-3484692,2,38.425545,-122.758637,Santa Rosa,Sonoma,CA,60,60,72,29.8,10,0,0
A-411327,2,28.534645,-82.505211,Brooksville,Hernando,FL,87.1,,31,30.11,10,10.4,
A-1865293,2,39.939568,-82.996246,Columbus,Franklin,OH,73.9,,87,30.25,10,3.5,
A-2190634,2,34.239059,-118.899261,Camarillo,Ventura,CA,57,,45,30.02,10,,
A-3682408,2,33.817729,-117.962799,Anaheim,Orange,CA,57,57,72,29.94,10,3,0
A-2577850,3,34.937073,-118.930733,Lebec,Kern,CA,69.1,,15,29.94,10,8.1,
A-419194,3,42.405018,-82.959969,Detroit,Wayne,MI,46.9,,71,29.96,10,4.6,
A-1289392,2,30.390261,-97.703293,Austin,Travis,TX,85,85,30,29.33,10,5,0
A-221419,3,40.057369,-82.903717,Columbus,Franklin,OH,73.9,,87,30.03,10,5.8,
A-3997940,2,27.83951,-82.78696,Seminole,Pinellas,FL,88,,67,29.94,10,10.4,
A-3202226,2,38.472824,-122.730439,Santa Rosa,Sonoma,CA,40,40,93,30.16,9,0,0
A-3591519,2,27.76298,-82.66168,Saint Petersburg,Pinellas,FL,80,80,60,30.27,10,6,0
A-1609464,2,30.414539,-91.035469,Baton Rouge,East Baton Rouge,LA,52,,40,30.39,10,12.7,
A-3903630,2,35.78769,-78.63441,Raleigh,Wake,NC,75,,40,30.01,10,,
A-1095901,2,35.924118,-78.860229,Durham,Durham,NC,58,58,41,29.77,10,5,0
A-3787346,2,40.68444,-111.9389,Salt Lake City,Salt Lake,UT,25,19,88,25.96,3,5,0
A-2472843,2,39.990444,-75.258553,Wynnewood,Montgomery,PA,68,,70,29.93,10,9.2,
A-1240439,3,39.778366,-104.903168,Denver,Denver,CO,75,75,31,24.54,15,6,0
A-1700014,3,32.341515,-90.35218,Clinton,Hinds,MS,57.9,,87,29.97,10,9.2,
A-2341721,3,30.270311,-97.732857,Austin,Travis,TX,71.1,,75,29.93,10,4.6,
A-3531617,2,35.08046,-85.21681,Chattanooga,Hamilton,TN,88,88,51,29.22,10,12,0
A-1257124,2,36.366249,-86.788239,Goodlettsville,Robertson,TN,72,72,91,29.43,1,0,0
A-1707680,2,30.446039,-84.323486,Tallahassee,Leon,FL,36,,97,30.13,10,,
A-2126761,3,32.768944,-96.622589,Mesquite,Dallas,TX,73.4,,88,30.01,10,10.4,
A-772595,2,29.77644,-95.315727,Houston,Harris,TX,80,80,71,29.94,10,12,0
A-3306464,2,33.889034,-84.255427,Atlanta,DeKalb,GA,56,56,44,29.12,10,9,0
A-794142,2,40.008965,-75.189178,Philadelphia,Philadelphia,PA,69,69,79,29.7,10,6,0
A-2938932,2,32.15929,-111.00724,Tucson,Pima,AZ,100.9,,9,29.63,10,8.1,
A-1932475,2,34.615891,-82.120598,Gray Court,Laurens,SC,91.4,,46,30.08,10,,
A-419930,3,42.382221,-71.07679,Charlestown,Suffolk,MA,39.9,29,86,29.88,6,26.5,0.04
A-2301879,3,43.022251,-73.790451,Ballston Spa,Saratoga,NY,17.6,12.3,68,30.3,10,3.5,
A-2334602,3,42.962879,-87.934433,Milwaukee,Milwaukee,WI,39,32.3,73,30.22,10,10.4,
A-3635872,3,44.95724,-93.40086,Hopkins,Hennepin,MN,31,21,61,28.91,10,13,0
A-3274417,2,29.190899,-82.184547,Ocala,Marion,FL,67,67,63,30.04,10,3,0
A-3828334,2,37.4818,-122.17712,Menlo Park,San Mateo,CA,52,52,50,30.18,10,0,
A-2649947,3,38.30941,-85.572464,Louisville,Jefferson,KY,80.1,,87,29.86,9,6.9,
A-4002673,2,40.73634,-73.85621,Rego Park,Queens,NY,60.1,,75,30.41,10,13.8,
A-1401058,3,33.917099,-118.10482,Norwalk,Los Angeles,CA,77,77,40,29.77,10,8,0
A-1188188,2,34.773819,-86.538795,Huntsville,Madison,AL,70,70,93,29.2,10,5,0
A-1937685,3,45.075996,-93.332603,Minneapolis,Hennepin,MN,82.9,,54,29.86,10,10.4,
A-1716818,3,44.767918,-93.288788,Burnsville,Dakota,MN,25,12.6,69,30.07,9,15,0
A-255057,2,40.229053,-76.084465,Denver,Lancaster,PA,82.9,,58,29.99,10,3.5,
A-3986812,2,34.36014,-111.42477,Pine,Gila,AZ,57.2,,77,30.08,10,,
A-2718418,4,39.05266,-121.10879,Grass Valley,Nevada,CA,68,,46,29.9,10,9.2,
A-355785,2,26.636204,-81.598114,Lehigh Acres,Lee,FL,75,,69,30.1,10,5.8,
A-3043832,2,32.780359,-117.083755,San Diego,San Diego,CA,52,52,47,29.63,10,3,0
A-1466968,2,36.769669,-119.749489,Fresno,Fresno,CA,62,62,44,29.55,10,16,0
A-2366497,2,40.567165,-80.016487,Pittsburgh,Allegheny,PA,53.1,,93,29.72,10,6.9,0.05
A-1032310,4,42.733994,-73.788017,Latham,Albany,NY,10,10,58,30.17,10,0,0
A-748736,2,40.846909,-73.930588,New York,New York,NY,90,90,38,29.67,10,3,0
A-3012850,2,40.844731,-73.925144,Bronx,Bronx,NY,59,59,87,29.83,3,12,0.01
A-2594792,2,35.383217,-119.052498,Bakersfield,Kern,CA,90,,39,29.92,10,3.5,
A-454010,2,38.563084,-121.490479,Sacramento,Sacramento,CA,62.1,,78,29.94,10,3.5,
A-523113,2,30.384359,-91.064781,Baton Rouge,East Baton Rouge,LA,70,70,31,30.11,10,8,0
A-3077010,2,41.635984,-123.074909,Fort Jones,Siskiyou,CA,45,45,37,27.43,10,0,0
A-18633,3,37.522877,-121.988243,Newark,Alameda,CA,50,,87,30.16,10,5.8,
A-1423079,2,39.420631,-77.25309,New Market,Frederick,MD,64,64,68,29.85,10,12,0
A-2443802,3,44.55574,-123.061615,Albany,Linn,OR,48.9,,90,29.78,10,16.1,0
A-583881,2,28.06925,-82.451157,Tampa,Hillsborough,FL,70,70,78,30.19,10,3,0
A-1612545,3,33.93005,-118.281837,Los Angeles,Los Angeles,CA,50,,86,30.09,7,,
A-320372,2,26.677444,-80.103806,West Palm Beach,Palm Beach,FL,66,,93,30.06,10,3.5,
A-2511808,2,35.804245,-78.583679,Raleigh,Wake,NC,46,42.5,46,30.25,10,6.9,
A-3861342,2,33.848832,-117.534509,Corona,Riverside,CA,81,81,54,29.27,10,5,0
A-1881158,2,30.253729,-97.679901,Austin,Travis,TX,75.2,,89,29.97,8,8.1,
A-4013369,2,25.76087,-80.4098,Miami,Miami-Dade,FL,87.1,,63,30.06,10,10.4,
A-1065976,3,34.29023,-118.409668,Sylmar,Los Angeles,CA,70,70,56,28.74,10,0,
A-361839,3,33.741447,-84.417572,Atlanta,Fulton,GA,54,,30,30.26,10,20.7,
A-2575128,2,41.274643,-73.710205,Katonah,Westchester,NY,46.9,,71,30.07,10,,
A-1813804,2,39.785885,-86.162987,Indianapolis,Marion,IN,69.1,,90,29.81,4,9.2,0
A-3335415,2,25.955779,-80.191446,Miami,Miami-Dade,FL,52,52,71,30.17,10,9,0
A-2310690,2,42.028137,-88.260384,Elgin,Kane,IL,14,,62,30.82,10,,
A-1680065,2,30.456186,-84.340889,Tallahassee,Leon,FL,66,,93,29.92,10,4.6,
A-3452074,2,42.81666,-73.73063,Cohoes,Albany,NY,86,86,57,29.56,10,15,0
A-698562,3,37.318096,-121.978088,San Jose,Santa Clara,CA,76,76,52,29.77,10,9,0
A-2263610,2,33.773842,-84.352493,Atlanta,Fulton,GA,46.9,,42,29.98,10,23,
A-4189307,3,29.938357,-95.296275,Humble,Harris,TX,76,76,97,29.88,10,0,0
A-2077388,2,38.600437,-121.428558,Sacramento,Sacramento,CA,84.2,,33,29.94,10,9.2,
A-2389161,2,32.839218,-117.145409,San Diego,San Diego,CA,55,,37,30.12,10,4.6,
A-1371296,3,39.483681,-76.252197,Bel Air,Harford,MD,57,57,88,30.03,7,0,0
A-2646423,2,34.883114,-82.264565,Greer,Greenville,SC,69.1,,65,30.07,10,10.4,
A-775550,3,42.909458,-78.766769,Buffalo,Erie,NY,59,59,69,29.41,10,0,0
A-4168451,2,44.94816,-93.27462,Minneapolis,Hennepin,MN,32,22,66,29.18,10,14,0
A-734,3,37.701584,-121.906929,Pleasanton,Alameda,CA,82.9,,24,30,10,5.8,
A-1176051,3,30.011108,-90.013092,New Orleans,Orleans,LA,80,80,85,30.14,4,13,0.03
A-1125680,2,37.760361,-121.965569,San Ramon,Contra Costa,CA,53,53,83,29.63,5,3,0
A-193850,2,43.104855,-83.694344,Mount Morris,Genesee,MI,89.1,,40,29.91,10,11.5,
A-601727,3,33.935329,-84.495125,Marietta,Cobb,GA,72,72,92,28.95,10,0,0
A-999566,2,43.20686,-77.941101,Brockport,Monroe,NY,32,22,61,29.33,9,14,0
A-1046263,2,40.782681,-73.943413,New York,New York,NY,53,53,93,30.11,5,8,0.07
A-3222301,2,39.447665,-77.38569,Frederick,Frederick,MD,45,37,39,29.58,10,17,0
A-1148000,2,33.553604,-111.879341,Scottsdale,Maricopa,AZ,62,62,52,,10,0,0
A-3693539,2,44.61773,-92.99494,Hampton,Dakota,MN,0,-17,75,29.28,10,12,0
A-756355,2,33.695141,-80.209152,Manning,Clarendon,SC,73,73,100,29.97,7,6,0
A-1725192,3,33.414227,-80.66803,Bowman,Orangeburg,SC,55.9,,93,30.19,,,
A-1259699,2,33.847271,-80.370369,Sumter,Sumter,SC,75,75,94,29.65,10,0,0
A-271792,2,29.665569,-95.276932,Houston,Harris,TX,55.9,,97,29.96,3,4.6,0.2
A-3687855,2,35.024736,-118.16598,Mojave,Kern,CA,54,54,30,27.09,10,6,0
A-2458657,2,38.525013,-121.438698,Sacramento,Sacramento,CA,51.1,,74,30.31,8,,
A-3898793,2,40.748289,-74.167851,Newark,Essex,NJ,37,28.9,33,30.18,10,12.7,
A-161566,2,41.270569,-96.045242,Omaha,Douglas,NE,28.9,,77,30.25,10,,
A-1842218,3,35.170143,-90.018364,Memphis,Shelby,TN,66.9,,44,30.2,10,4.6,
A-674725,2,34.706371,-82.438309,Piedmont,Greenville,SC,73,73,100,28.97,5,0,0
A-597233,2,33.198399,-96.638893,McKinney,Collin,TX,,,,,,,
A-2064443,3,40.787964,-73.524727,Jericho,Nassau,NY,70,,55,29.78,10,9.2,
A-2044063,2,39.766769,-84.227898,Dayton,Montgomery,OH,56.3,,83,29.95,10,4.6,
A-2729310,3,32.83817,-97.05118,Irving,Tarrant,TX,48.9,,93,29.9,1.5,12.7,0
A-3784300,2,44.22839,-121.2068,Redmond,Deschutes,OR,47,40,71,26.67,10,16,0
A-3892738,4,43.57961,-83.897822,Bay City,Bay,MI,46.4,41.5,50,30.27,10,10.4,
A-3937143,2,36.878058,-76.201214,Norfolk,Norfolk,VA,64.9,,42,29.75,10,4.6,
A-911085,2,42.848431,-71.362671,Londonderry,Rockingham,NH,31,31,69,30.05,10,0,0
A-419198,3,42.277233,-83.156525,Detroit,Wayne,MI,48,,74,29.97,10,8.1,
A-2966495,2,27.462547,-82.626841,Bradenton,Manatee,FL,68,68,73,30.01,10,7,0
A-3818298,2,44.83351,-93.2951,Minneapolis,Hennepin,MN,55,55,37,29.17,10,12,0
A-3868948,2,37.980369,-122.065426,Pleasant Hill,Contra Costa,CA,64,64,75,29.89,10,16,0
A-1538038,2,41.92263,-88.150459,Carol Stream,DuPage,IL,37,31,79,30.05,10,8.1,
A-2283827,2,39.545551,-119.787987,Reno,Washoe,NV,72,,14,30.05,10,,
A-1013525,2,33.072208,-96.876274,The Colony,Denton,TX,36,29,87,29.83,10,9,0
A-1263886,2,34.880131,-82.359367,Greenville,Greenville,SC,87,87,63,28.97,10,5,0
A-1231614,2,34.145142,-80.754272,Elgin,Kershaw,SC,73,73,94,29.74,10,0,0
A-3425228,2,39.019178,-76.976319,Silver Spring,Montgomery,MD,66,66,44,29.81,10,8,0
A-2373771,2,33.95277,-81.096901,Cayce,Lexington,SC,23,18.4,92,30.47,10,3.5,
A-722267,2,33.566101,-112.393623,Waddell,Maricopa,AZ,98,98,12,28.73,10,3,0
A-2998251,2,39.982731,-76.713724,York,York,PA,62,,53,29.63,10,,0
A-219004,2,40.869354,-74.421165,Parsippany,Morris,NJ,75.2,,73,30.15,15,6.9,
A-3272848,2,25.934085,-80.253018,Miami Gardens,Miami-Dade,FL,62,62,93,30.14,,7,0.01
A-3565046,4,34.03853,-118.22796,Los Angeles,Los Angeles,CA,68,68,65,29.73,10,0,0
A-1643172,3,41.826809,-86.675865,Union Pier,Berrien,MI,32,25.6,93,30.1,7,6.9,
A-1671840,2,38.885101,-119.692879,Gardnerville,Douglas,NV,39.9,,79,30.06,10,,
A-3572566,2,32.78535,-117.20756,San Diego,San Diego,CA,66,66,65,30.04,10,10,0
A-466132,2,28.459038,-82.55024,Spring Hill,Hernando,FL,82,,65,29.97,10,4.6,
A-574868,2,37.15551,-76.533401,Newport News,Newport News,VA,74,74,82,30.05,10,9,0
A-3655979,2,35.339443,-118.994229,Bakersfield,Kern,CA,70,70,53,29.64,10,3,0
A-2234279,2,29.740082,-95.418762,Houston,Harris,TX,71.6,,13,30.02,10,13.8,
A-2975069,2,40.787633,-73.452111,Plainview,Nassau,NY,74,74,46,29.78,10,0,0
A-803371,2,33.769341,-84.389816,Atlanta,Fulton,GA,75,75,83,29.05,10,7,0
A-3570529,2,34.483885,-120.230171,Goleta,Santa Barbara,CA,52,52,93,29.99,8,7,0
A-515935,2,29.458759,-98.624863,San Antonio,Bexar,TX,64,64,88,29.32,10,13,0
A-2555837,2,40.849331,-79.667198,Worthington,Armstrong,PA,,,,30.35,7,3.5,
A-607024,2,32.834808,-96.673218,Dallas,Dallas,TX,83,83,58,29.53,10,8,0
A-2280707,2,32.766872,-96.787148,Dallas,Dallas,TX,55.9,,100,29.85,0.8,5.8,
A-1428699,3,39.382286,-77.40992,Frederick,Frederick,MD,82,82,51,29.61,10,6,0
A-2886124,2,41.54039,-87.95218,Mokena,Will,IL,27.7,15.6,72,30.51,10,16.1,
A-2084187,2,41.083855,-81.503014,Akron,Summit,OH,66,,84,30.14,10,3.5,
A-2413596,2,37.636185,-77.451645,Richmond,Henrico,VA,51.1,,71,30.06,10,6.9,0
A-96915,3,34.043888,-117.312706,Colton,San Bernardino,CA,69.8,,53,30.04,10,,
A-1062672,3,34.387207,-88.891769,Blue Springs,Union,MS,62,62,48,29.66,10,13,0
A-692832,3,32.79134,-96.749702,Dallas,Dallas,TX,88,88,57,29.51,10,8,0
A-1311788,2,36.09338,-87.023071,Nashville,Davidson,TN,81,81,69,29.33,10,0,0
A-3839838,2,35.039228,-120.486907,Nipomo,San Luis Obispo,CA,55,55,83,29.76,7,0,0
A-919852,2,34.085609,-81.142532,Columbia,Richland,SC,35,35,89,29.75,10,0,0
A-1073966,3,33.892574,-84.259048,Atlanta,DeKalb,GA,69,69,33,28.9,10,12,0
A-3811882,2,36.730378,-119.286668,Squaw Valley,Fresno,CA,71,71,45,29.72,10,3,0
A-521830,2,40.674343,-111.901459,Salt Lake City,Salt Lake,UT,26,18,69,26.06,10,7,0
A-502409,2,42.966103,-83.712547,Flint,Genesee,MI,78.1,,40,30.04,10,4.6,
A-627874,3,41.98539,-87.833931,Chicago,Cook,IL,43,39,76,29.45,10,7,0
A-4068091,4,39.625146,-74.926209,Williamstown,Gloucester,NJ,42.1,33.1,53,29.62,10,20.7,
A-1780077,2,42.047588,-88.341194,Elgin,Kane,IL,46.9,,68,29.77,9,16.1,
A-3092205,2,34.492337,-117.748156,Llano,Los Angeles,CA,46,44,18,27.03,10,5,0
A-2784853,3,42.1775,-88.617686,Marengo,McHenry,IL,61.7,,89,29.91,10,10.4,
A-3583185,2,35.358207,-118.914123,Bakersfield,Kern,CA,43,43,89,29.44,10,3,0
A-3012284,2,35.747895,-78.836285,Apex,Wake,NC,68,68,100,29.43,0.25,3,0
