ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-351417,2,34.186615,-118.401482,North Hollywood,Los Angeles,CA,69.1,,42,30.13,10,10.4,
A-1050008,2,30.37608,-97.582306,Manor,Travis,TX,75,75,89,29.22,10,10,0
A-3233897,2,42.2816,-83.149631,Detroit,Wayne,MI,55,55,59,29.23,6,17,0
A-984857,2,30.269779,-97.753151,Austin,Travis,TX,64,64,78,29.35,10,5,0
A-3711551,2,41.13805,-111.87288,Ogden,Davis,UT,19,19,54,25.65,10,3,0
A-3772026,2,33.785428,-118.207516,Long Beach,Los Angeles,CA,59,59,81,30.13,10,0,0
A-98360,3,33.774376,-118.076561,Seal Beach,Orange,CA,57.7,,49,29.93,10,3.5,
A-3350286,2,30.936274,-87.294494,Century,Escambia,FL,51,51,59,30.11,10,12,0
A-352799,2,33.864052,-118.21965,Compton,Los Angeles,CA,66.9,,57,29.84,10,11.5,
A-1464669,3,34.222012,-118.473663,North Hills,Los Angeles,CA,57,57,40,29.23,10,9,0
A-352771,2,33.917095,-118.083984,Norwalk,Los Angeles,CA,72,,51,29.88,10,9.2,
A-4001698,2,41.96898,-75.0111,Roscoe,Delaware,NY,61,,90,30.25,10,8.1,
A-148941,2,33.902279,-84.667076,Powder Springs,Cobb,GA,58.1,,76,30.26,10,3.5,
A-464320,3,32.920551,-117.115356,San Diego,San Diego,CA,68,,68,29.84,10,,
A-1543799,2,44.170525,-93.948921,Mankato,Blue Earth,MN,46.9,,74,30.25,10,10.4,
A-500960,2,41.022995,-96.155296,Springfield,Sarpy,NE,70.3,,85,30.06,10,,
A-1515584,3,39.129738,-104.863831,Monument,El Paso,CO,42.4,35,39,30.01,10,15,
A-1844762,2,30.462973,-97.908501,Volente,Williamson,TX,56.7,,100,30.05,0.2,6.9,0.01
A-1712002,2,35.787739,-78.668037,Raleigh,Wake,NC,64.9,,93,29.48,6,18.4,0.01
A-1934018,2,41.934704,-71.46624,Lincoln,Providence,RI,88,,59,29.8,10,8.1,
A-3292333,2,43.707121,-123.214362,Cottage Grove,Douglas,OR,37,32,89,29.84,10,6,0
A-2723392,2,33.763034,-117.864405,Santa Ana,Orange,CA,64,,65,30.02,10,4.6,
A-315791,2,38.678524,-121.230347,Orangevale,Sacramento,CA,55.4,,94,29.87,3,24.2,
A-3679072,2,37.841363,-122.297042,Emeryville,Alameda,CA,51,51,71,29.99,10,15,0.01
A-3847964,2,40.47516,-111.9061,Draper,Salt Lake,UT,57,57,42,25.59,10,15,0
A-1814305,2,35.838375,-78.674294,Raleigh,Wake,NC,78.1,,81,30.02,10,9.2,
A-3041853,2,42.963633,-85.691189,Grand Rapids,Kent,MI,37,31,96,29.16,10,8,0
A-243590,3,38.656441,-77.279388,Woodbridge,Prince William,VA,27,,83,30.38,10,,
A-3891283,2,26.16684,-80.25646,Fort Lauderdale,Broward,FL,80.1,,67,30.09,10,15,
A-2794740,2,36.07894,-79.95414,Greensboro,Guilford,NC,88,,49,30.06,10,5.8,
A-2766874,3,28.228223,-82.360797,Wesley Chapel,Pasco,FL,77,,65,29.9,10,,
A-1261097,2,40.169399,-75.535942,Phoenixville,Chester,PA,65,65,100,29.76,3,0,0
A-44604,2,33.746731,-117.765343,Irvine,Orange,CA,75.9,,67,29.92,10,10.4,
A-2924056,2,37.8443,-122.29767,Emeryville,Alameda,CA,57,,77,30.15,10,11.5,
A-3344535,2,30.366992,-97.700603,Austin,Travis,TX,76,76,79,29.29,10,6,0
A-1073562,2,37.597313,-77.49057,Richmond,Henrico,VA,57,57,93,29.8,3,5,0
A-1144376,3,38.909077,-77.217331,Falls Church,Fairfax County,VA,41,37,93,29.71,5,6,0.03
A-2196752,2,35.889046,-78.627464,Raleigh,Wake,NC,69.1,,54,29.89,10,4.6,
A-2812935,2,39.84612,-84.18994,Dayton,Montgomery,OH,73.9,,82,29.92,10,6.9,
A-3755537,2,44.85576,-93.35031,Minneapolis,Hennepin,MN,31,25,85,29.07,6,6,0
A-2007706,3,37.583099,-122.05014,Fremont,Alameda,CA,66.9,,70,30.08,10,6.9,
A-2338159,2,35.732224,-78.657326,Raleigh,Wake,NC,46,39.9,93,30.28,2,13.8,0.01
A-1703801,3,41.053509,-77.438866,Mill Hall,Clinton,PA,37.4,,93,29.9,1.5,,
A-25816,2,38.246666,-122.295387,Napa,Napa,CA,73.9,,50,29.92,10,12.7,
A-302624,3,29.439198,-98.488342,San Antonio,Bexar,TX,82.9,,72,29.96,10,10.4,
A-1139621,2,34.737923,-82.271942,Simpsonville,Greenville,SC,55,55,63,29.16,10,0,0
A-2495251,2,35.064796,-80.770508,Charlotte,Mecklenburg,NC,48.9,,56,30.18,10,,
A-1272732,3,35.185863,-111.710304,Flagstaff,Coconino,AZ,,,,,,,
A-2989556,2,43.097177,-75.620605,Oneida,Oneida,NY,23,16,68,29.97,10,6,0
A-4048992,2,42.28738,-83.19473,Allen Park,Wayne,MI,86,,35,29.88,10,9.2,
A-4025757,3,37.7809,-122.23868,Oakland,Alameda,CA,60.1,,96,29.95,10,8.1,
A-809820,2,35.753834,-78.636101,Raleigh,Wake,NC,61,61,93,29.81,10,12,0
A-3211828,2,34.024733,-117.735811,Pomona,Los Angeles,CA,57,57,67,28.96,10,6,
A-2483290,3,35.191963,-90.008537,Memphis,Shelby,TN,41,36.4,76,30.37,10,6.9,
A-2715502,2,37.160423,-93.341377,Springfield,Greene,MO,78.1,,60,29.98,10,10.4,
A-1298685,2,37.56572,-77.42141,Richmond,Richmond City,VA,90,90,42,29.78,10,14,0
A-3424143,2,40.020582,-75.141663,Philadelphia,Philadelphia,PA,50,50,28,30.09,10,10,0
A-429379,2,30.230473,-97.682846,Austin,Travis,TX,72,,46,30.24,10,13.8,
A-3552693,4,28.08424,-82.45489,Tampa,Hillsborough,FL,72,72,100,30.01,10,0,0
A-3816747,2,46.34424,-93.75211,Aitkin,Aitkin,MN,32,32,75,28.89,10,3,0
A-1617367,2,30.397949,-97.731476,Austin,Travis,TX,37,32.4,89,30.19,3,5.8,0.1
A-2821396,2,39.69664,-75.39726,Pedricktown,Salem,NJ,61,,67,29.93,10,18.4,
A-887824,2,34.786816,-86.959541,Athens,Limestone,AL,57,57,39,29.73,10,7,0
A-4133066,2,38.90744,-77.008786,Washington,District of Columbia,DC,62.1,,70,30.35,10,11.5,
A-3612211,2,40.41604,-74.30505,Old Bridge,Middlesex,NJ,44,39,53,29.83,10,9,0
A-2538397,3,34.030937,-117.328354,Grand Terrace,San Bernardino,CA,61.3,,81,29.85,7,,
A-2582216,2,44.923279,-93.401566,Hopkins,Hennepin,MN,60.1,,75,30.24,10,11.5,
A-1991735,2,25.566509,-80.363129,Miami,Miami-Dade,FL,87.1,,68,30.12,10,16.1,
A-1016552,2,31.80612,-85.988129,Troy,Pike,AL,47,43,77,29.9,7,8,0
A-180630,2,42.940254,-85.658958,Grand Rapids,Kent,MI,12,4.1,80,30.38,10,4.6,
A-2187310,2,35.205193,-80.83596,Charlotte,Mecklenburg,NC,64,,70,30.15,10,9.2,
A-3184140,2,27.447749,-82.573666,Bradenton,Manatee,FL,75,75,44,30.17,10,10,0
A-465622,2,26.676285,-80.069511,West Palm Beach,Palm Beach,FL,82,,79,29.96,10,10.4,
A-2660461,2,39.016968,-77.483757,Ashburn,Loudoun,VA,77,,89,30.03,10,,
A-3785677,2,29.80154,-82.51384,Alachua,Alachua,FL,57,57,93,30.16,6,13,0
A-4094599,2,33.85641,-117.78575,Anaheim,Orange,CA,73,,44,30.08,8,3.5,
A-4050025,4,26.640611,-81.820456,Fort Myers,Lee,FL,82.9,,72,29.94,10,13.8,
A-3231657,2,46.406452,-94.649228,Motley,Cass,MN,28,23,59,28.92,10,5,0
A-1695633,2,39.976692,-104.961548,Brighton,Adams,CO,26.6,,47,30.04,10,,
A-2607234,3,39.422958,-119.751411,Reno,Washoe,NV,64.9,,68,30,10,,
A-4230553,4,34.017349,-84.3277,Roswell,Fulton,GA,71,71,96,28.89,10,0,0
A-3797714,2,34.022379,-117.335921,Colton,San Bernardino,CA,55,55,54,28.64,10,0,0
A-1996986,2,40.688217,-80.056595,Mars,Butler,PA,55.9,,97,30.29,10,3.5,
A-3964139,2,38.96056,-94.72882,Lenexa,Johnson,KS,12,4.1,92,30.6,10,4.6,
A-1533478,2,33.175251,-87.524559,Tuscaloosa,Tuscaloosa,AL,64,,30,30.25,8,4.6,
A-1754060,2,28.612717,-81.432297,Orlando,Orange,FL,73,,84,30.13,10,4.6,
A-781968,2,33.870724,-117.74485,Anaheim,Orange,CA,83,83,37,29.78,10,9,0
A-2691400,3,33.524521,-112.112221,Phoenix,Maricopa,AZ,80.1,,23,29.85,10,3.5,
A-2208049,3,37.699612,-121.929535,Pleasanton,Alameda,CA,57,,83,29.98,10,,
A-3739368,2,33.935158,-118.368282,Inglewood,Los Angeles,CA,77,77,28,30.09,10,9,0
A-1332219,2,39.733829,-104.993523,Denver,Denver,CO,59,59,94,24.46,10,16,0
A-2288065,3,41.234238,-96.086388,Omaha,Douglas,NE,17.4,6.2,52,30.5,10,9.2,
A-3011587,2,29.965526,-90.125756,New Orleans,Orleans,LA,67,67,100,30.05,1,0,0
A-3740947,3,33.84227,-84.2476,Tucker,DeKalb,GA,42,35,41,29.12,10,13,0
A-1372646,2,25.71781,-80.318504,Miami,Miami-Dade,FL,87,87,61,30.03,10,8,0
A-3689344,2,37.25377,-121.94802,San Jose,Santa Clara,CA,44,40,85,29.89,10,8,0
A-3725935,2,41.7669,-72.65385,East Hartford,Hartford,CT,26,14,43,30.17,10,14,0
A-30518,3,37.529957,-121.943253,Fremont,Alameda,CA,61,,72,30.07,10,,
A-2322123,2,33.010483,-80.132133,Ladson,Charleston,SC,64,,78,30.21,10,11.5,
A-1874084,3,41.809834,-88.075188,Glen Ellyn,DuPage,IL,64,,90,30.23,10,5.8,0
A-197965,2,42.084572,-71.064514,Brockton,Plymouth,MA,54,,77,29.67,,18.4,
A-1270215,3,33.81422,-118.176331,Signal Hill,Los Angeles,CA,72,72,68,29.77,10,6,0
A-1242968,2,38.657558,-121.350563,Sacramento,Sacramento,CA,66,66,68,29.73,10,8,
A-707561,3,39.97847,-82.973328,Columbus,Franklin,OH,66,66,90,29.12,10,3,0
A-3376961,2,29.99157,-90.053633,New Orleans,Orleans,LA,71,71,87,29.91,9,7,0
A-1883926,2,35.461575,-97.620705,Oklahoma City,Oklahoma,OK,77,,74,30.07,10,11.5,
A-913851,2,30.26712,-97.743172,Austin,Travis,TX,58,58,72,29.34,10,7,0
A-1118460,2,34.99173,-82.754883,Pickens,Pickens,SC,38,31,57,28.98,10,10,0
A-2534545,2,35.769779,-78.558548,Raleigh,Wake,NC,68,,100,30.11,10,4.6,
A-2510120,2,42.430847,-83.186966,Detroit,Wayne,MI,32.9,27.5,58,30.13,10,5.8,
A-3526090,2,35.348887,-120.630752,Santa Margarita,San Luis Obispo,CA,74,74,57,29.7,10,7,0
A-4024349,2,32.85266,-117.1814,San Diego,San Diego,CA,79,,58,29.95,10,10.4,
A-3439697,2,34.087475,-117.64571,Ontario,San Bernardino,CA,40,40,86,29.04,10,3,0
A-386353,2,29.465466,-98.473885,San Antonio,Bexar,TX,53.1,,77,29.71,10,4.6,
A-2180722,3,36.134274,-86.775391,Nashville,Davidson,TN,48,,61,30.28,10,4.6,
A-323193,3,33.760372,-84.379456,Atlanta,Fulton,GA,48.9,,93,29.98,4,,
A-856243,2,41.302158,-73.101585,Shelton,Fairfield,CT,41,36,51,29.8,10,8,0
A-112582,2,33.873737,-118.22155,Compton,Los Angeles,CA,64.9,,68,29.82,10,11.5,
A-2748957,2,32.78141,-96.78592,Dallas,Dallas,TX,91.9,,50,29.99,10,3.5,
A-3829971,2,35.354354,-118.914067,Bakersfield,Kern,CA,46,46,33,29.6,10,0,0
A-155142,3,33.665138,-84.418549,Atlanta,Fulton,GA,66,,87,30.07,10,8.1,
A-1892337,2,35.054649,-80.850349,Charlotte,Mecklenburg,NC,,,,,,,
A-36349,3,37.701717,-121.889565,Dublin,Alameda,CA,55.9,,80,29.96,8,9.2,
A-1986199,2,33.770023,-84.404617,Atlanta,Fulton,GA,88,,59,29.99,10,6.9,
A-1012816,2,34.167591,-79.777321,Florence,Florence,SC,49,45,77,30.21,10,8,0
A-1233817,2,28.493605,-81.508545,Orlando,Orange,FL,79,79,90,29.89,10,5,0
A-2427611,2,36.230576,-95.988274,Tulsa,Tulsa,OK,44.1,39.5,35,30.4,10,8.1,
A-911607,3,40.826721,-81.399017,Canton,Stark,OH,40,33,55,28.77,9,12,0
A-2429125,3,38.670624,-77.252769,Woodbridge,Prince William,VA,34,28.8,30,29.78,10,5.8,
A-1334049,2,28.286739,-81.355362,Kissimmee,Osceola,FL,86,86,55,29.89,10,9,0
A-2283434,2,36.100758,-86.718773,Nashville,Davidson,TN,50,,86,30.04,10,10.4,
A-1579197,2,34.115952,-118.33712,Los Angeles,Los Angeles,CA,50,,80,30.04,10,3.5,
A-2410269,2,43.153664,-77.494553,Rochester,Monroe,NY,48,,86,29.87,9,13.8,0.04
A-2091634,2,35.315216,-80.833595,Charlotte,Mecklenburg,NC,69.8,,94,29.97,10,4.6,
A-1464515,2,37.6819,-120.792793,Oakdale,Stanislaus,CA,50,50,59,30.12,10,17,0
A-2562325,2,43.044701,-89.324135,Madison,Dane,WI,75.9,,35,30,10,13.8,
A-3142742,2,41.090289,-84.982243,New Haven,Allen,IN,30,23,82,29.06,5,7,0
A-2020774,2,32.659313,-96.822914,Dallas,Dallas,TX,109,,17,29.84,10,6.9,
A-3748922,2,44.59455,-93.29844,Lakeville,Scott,MN,36,29,81,29.02,10,9,0
A-3450568,2,34.84166,-82.44438,Greenville,Greenville,SC,82,82,67,28.9,10,5,0
A-2989151,2,41.767305,-72.620197,East Hartford,Hartford,CT,76,76,69,29.86,10,7,0
A-4139145,2,33.441821,-117.627343,San Clemente,Orange,CA,,,,,,,
A-380026,2,39.172634,-77.203674,Montgomery Village,Montgomery,MD,62.6,,77,29.74,10,12.7,
A-3039433,2,27.236191,-81.004525,Okeechobee,Highlands,FL,68,68,68,30.13,10,0,0
A-2160483,2,29.658911,-95.531631,Houston,Harris,TX,89.1,,52,29.77,10,15,
A-2151324,3,27.96475,-82.452522,Tampa,Hillsborough,FL,80.6,,79,30.04,10,8.1,
A-802286,2,41.905499,-88.062881,Glendale Heights,DuPage,IL,73,73,51,29.19,10,9,0
A-470059,3,33.917973,-84.338135,Atlanta,DeKalb,GA,82,,69,30.12,10,10.4,
A-1591628,2,35.782669,-78.655365,Raleigh,Wake,NC,64.9,,56,29.77,10,15,
A-4185397,4,40.896816,-72.881112,Ridge,Suffolk,NY,66,66,48,29.74,10,14,0
A-916987,2,34.313999,-118.109192,Palmdale,Los Angeles,CA,64,64,38,27.46,10,9,0
A-596436,3,33.887878,-84.462463,Atlanta,Cobb,GA,83,83,62,28.98,10,5,0
A-4007765,4,34.639508,-112.322053,Prescott Valley,Yavapai,AZ,77,,30,29.83,10,9.2,
A-1999924,3,33.929077,-81.04274,West Columbia,Lexington,SC,84.9,,53,30.08,10,6.9,
A-2465655,2,30.388294,-91.171806,Baton Rouge,East Baton Rouge,LA,64,,90,29.99,10,6.9,0
A-3681632,4,33.39669,-111.85713,Mesa,Maricopa,AZ,48,48,52,28.82,10,0,0
A-826000,2,30.471741,-91.084671,Baton Rouge,East Baton Rouge,LA,73,73,71,30.13,10,8,0
A-2294086,2,39.947384,-82.924118,Columbus,Franklin,OH,16,10.4,74,30.38,10,3.5,
A-602394,2,39.77319,-104.835342,Denver,Denver,CO,60,60,39,24.65,10,8,0
A-665957,3,32.911247,-96.895851,Dallas,Dallas,TX,43,37,93,29.26,5,9,0
A-3995851,2,41.81413,-71.3671,East Providence,Providence,RI,60.1,,75,30.31,10,10.4,
A-204379,3,40.528336,-74.337547,Edison,Middlesex,NJ,67.5,,27,30.05,10,3.5,
A-1054557,3,33.924854,-118.104233,Norwalk,Los Angeles,CA,68,68,55,29.74,10,3,0
A-1596734,3,47.653938,-117.33979,Spokane,Spokane,WA,12,,84,30.37,10,,
A-3514250,2,33.43756,-112.10807,Phoenix,Maricopa,AZ,83,83,20,28.64,10,7,0
A-1339420,3,34.034943,-117.144218,Redlands,San Bernardino,CA,63,63,82,28.71,3,0,0
A-2660528,2,39.756672,-86.082916,Indianapolis,Marion,IN,66.9,,81,29.91,10,12.7,
A-2562139,3,30.168337,-81.601547,Jacksonville,Duval,FL,68,,93,30.17,10,6.9,
A-3091356,2,47.689031,-114.086719,Polson,Lake,MT,26,26,78,26.83,10,0,0
A-1592384,2,30.275591,-92.083008,Lafayette,Lafayette,LA,64,,96,29.88,9,4.6,
A-65028,3,33.932354,-116.987366,Beaumont,Riverside,CA,43,39,100,28.25,10,7,0
A-1617721,3,36.171844,-86.768311,Nashville,Davidson,TN,44.1,,93,30.12,4,,0.11
A-2536894,2,25.650232,-80.384712,Miami,Miami-Dade,FL,77,,94,29.94,10,3.5,
A-1984910,3,34.858925,-82.259857,Greenville,Greenville,SC,79,,84,30.09,1.8,11.5,0.09
A-3114323,2,45.56641,-122.67854,Portland,Multnomah,OR,74,74,57,30.06,10,3,0
A-3127429,2,39.296378,-120.986273,Nevada City,Nevada,CA,41,36,53,26.83,10,7,0
A-1041992,2,32.065151,-81.101822,Savannah,Chatham,GA,71,71,87,29.98,10,3,0
A-3136625,2,33.840097,-117.070644,Nuevo,Riverside,CA,62,62,37,28.14,10,3,0
A-255123,2,40.087788,-75.093773,Jenkintown,Montgomery,PA,89.1,,39,29.88,10,5.8,
A-2689694,3,38.883068,-77.229546,Vienna,Fairfax County,VA,77,,100,29.79,10,3.5,0.69
A-436672,2,37.636292,-122.10009,Hayward,Alameda,CA,59,,62,29.94,9,,
A-2451931,3,46.099098,-119.21788,Kennewick,Benton,WA,32,24.8,88,30.29,5,8.1,0
A-1267844,2,37.620831,-77.557762,Henrico,Henrico,VA,74,74,91,29.63,8,3,0
A-4051105,4,39.290989,-84.441244,Cincinnati,Hamilton,OH,33.1,26.9,100,30.17,8,6.9,
A-498114,2,28.503622,-82.506325,Spring Hill,Hernando,FL,73,,93,30.06,10,4.6,
A-978880,2,34.062706,-118.24884,Los Angeles,Los Angeles,CA,58,58,39,29.85,10,3,0
A-1104761,2,41.357368,-73.638199,Brewster,Putnam,NY,44,39,63,29.86,10,10,0
A-2651612,2,30.430773,-91.1092,Baton Rouge,East Baton Rouge,LA,87.1,,63,29.86,10,8.1,
A-1117452,3,41.257309,-81.632118,Richfield,Summit,OH,29,20,82,29.28,4,10,0
A-904099,2,44.81546,-92.934158,Cottage Grove,Washington,MN,10,-7,74,29,4,15,0
A-1301070,2,33.223564,-81.356033,Barnwell,Barnwell,SC,81,81,61,29.76,10,12,0
A-3235710,2,30.850024,-85.652048,Bonifay,Holmes,FL,83,83,69,29.97,10,16,0
A-1805399,3,35.449696,-97.431847,Oklahoma City,Oklahoma,OK,77.7,,73,29.96,10,19.6,
A-3023154,2,27.529076,-82.50762,Ellenton,Manatee,FL,60,60,78,30.08,10,6,0
A-4034037,2,37.32104,-121.89006,San Jose,Santa Clara,CA,78.1,,45,29.75,10,11.5,
A-3645522,2,39.28113,-76.55069,Baltimore,Baltimore City,MD,46,,44,30.37,,,0
A-2121498,2,26.734806,-80.060997,West Palm Beach,Palm Beach,FL,80.1,,58,30.08,10,11.5,
A-2853840,2,33.894497,-118.048243,Santa Fe Springs,Los Angeles,CA,66.9,,70,29.78,10,,
A-2775355,2,40.80509,-73.92038,Bronx,Bronx,NY,60.1,,47,30,10,17.3,
A-3883341,2,40.320869,-123.921107,Redcrest,Humboldt,CA,55,55,100,29.45,7,6,0.07
A-3542084,3,30.47221,-91.1557,Baton Rouge,East Baton Rouge,LA,88,88,37,29.9,10,8,0
A-4219856,2,32.7001,-117.0947,San Diego,San Diego,CA,71,71,73,29.81,10,8,0
A-1170568,2,40.808708,-74.85334,Hackettstown,Warren,NJ,64,64,60,29.8,10,12,0
A-1185359,2,32.608459,-80.999382,Ridgeland,Jasper,SC,84,84,76,29.82,10,9,0
A-402956,3,34.072632,-118.058411,El Monte,Los Angeles,CA,68,,30,30,10,11.5,
A-1337544,2,39.49609,-118.772232,Fallon,Churchill,NV,88,88,21,25.99,10,9,0
A-2814244,2,35.07474,-80.98918,Charlotte,Mecklenburg,NC,88,,57,30.08,10,3.5,
A-1114259,3,37.704765,-122.471832,Daly City,San Mateo,CA,52,52,86,30.09,5,10,0
A-2931750,2,33.92039,-84.31476,Atlanta,DeKalb,GA,66.9,,81,29.94,10,,
A-3616747,2,35.7953,-78.51783,Knightdale,Wake,NC,70,70,16,29.42,10,13,0
A-929313,3,40.84383,-73.895599,Bronx,Bronx,NY,40,40,86,29.79,10,3,0
A-3435393,2,37.312885,-80.058327,Salem,Roanoke County,VA,50,50,61,28.78,10,3,0
A-1260915,2,34.138256,-118.363953,Studio City,Los Angeles,CA,71,71,59,29.16,10,12,0
A-372278,2,40.709019,-73.841347,Kew Gardens,Queens,NY,48.9,,69,30.34,10,11.5,
A-4154008,3,38.79405,-77.15101,Alexandria,Fairfax County,VA,71.6,,94,29.98,1.5,,
A-1910529,3,29.702377,-95.277908,Houston,Harris,TX,75.9,,94,29.95,10,,
A-2631382,3,35.078842,-90.056137,Memphis,Shelby,TN,91,,42,30,10,,
A-2336640,2,34.205315,-118.985336,Camarillo,Ventura,CA,62.1,,13,30.3,10,17.3,
A-2066249,3,47.04142,-122.851433,Olympia,Thurston,WA,61,,58,30.1,10,5.8,
A-3471085,2,45.5093,-122.43507,Gresham,Multnomah,OR,42,42,85,30.06,10,0,0
A-1168942,2,29.621149,-95.200851,Houston,Harris,TX,91,91,47,29.91,10,9,0
A-3808943,2,42.18496,-121.69807,Klamath Falls,Klamath,OR,43,39,93,25.85,9,6,0.01
A-2464814,2,26.484921,-81.821251,Fort Myers,Lee,FL,78.1,,52,30.08,10,,
A-191048,2,42.38242,-83.510086,Plymouth,Wayne,MI,78.1,,60,30.11,10,12.7,
A-717647,2,26.546656,-81.839287,Fort Myers,Lee,FL,77,77,96,29.98,10,6,0
A-2565893,2,34.702316,-82.318733,Simpsonville,Greenville,SC,71.6,,94,29.87,5,18.4,
A-3315991,2,38.871806,-76.982143,Washington,District of Columbia,DC,36,32,83,29.9,10,5,0
A-413862,3,33.606262,-81.843491,Graniteville,Aiken,SC,42.8,,93,30.32,10,,
A-2885488,2,35.31844,-80.77898,Charlotte,Mecklenburg,NC,66.2,,24,30.12,10,5.8,
A-452317,2,29.931335,-95.356056,Houston,Harris,TX,82,,71,29.84,10,19.6,
A-2876837,4,39.28459,-76.54473,Baltimore,Baltimore City,MD,46.9,,68,30.13,,,
A-4195975,2,37.69351,-122.47029,Daly City,San Mateo,CA,61,61,67,29.88,10,9,0
A-3748828,4,35.88819,-80.32608,Lexington,Davidson,NC,44,40,100,29.3,10,7,0.01
A-1711351,2,47.537949,-122.36113,Seattle,King,WA,46.9,,74,29.99,10,,
A-1364715,2,32.83736,-97.029877,Dallas,Dallas,TX,76,76,82,29.18,10,7,0
A-941268,3,38.86253,-77.000595,Washington,District of Columbia,DC,30,24,61,29.88,10,6,0
A-983424,3,45.044655,-93.105766,Saint Paul,Ramsey,MN,30,21,86,29.03,10,12,0
A-64997,2,33.823391,-117.875999,Anaheim,Orange,CA,50,,77,29.86,10,,
A-1548880,2,29.854481,-95.473396,Houston,Harris,TX,59,,82,30.17,10,,
A-1421683,2,35.493259,-97.547699,Oklahoma City,Oklahoma,OK,85,85,63,28.34,6,22,0
A-1330031,3,45.420998,-122.743828,Lake Oswego,Clackamas,OR,82,82,42,29.9,10,9,0
A-667025,3,39.020073,-76.94062,College Park,Prince George's,MD,57,57,94,29.48,5,3,0
A-1736097,2,40.794048,-73.009941,Patchogue,Suffolk,NY,53.1,,96,30.07,2,12.7,0.02
A-3970035,2,38.515538,-111.831319,Richfield,Sevier,UT,39,34,93,25.18,10,7,
A-620074,2,42.733212,-73.698502,Watervliet,Albany,NY,67,67,100,29.57,10,8,0.02
A-1994412,2,30.16713,-97.788528,Austin,Travis,TX,95,,36,30.03,10,8.1,
A-1297339,2,30.235489,-97.824669,Austin,Travis,TX,94,94,38,29.32,10,6,0
A-1861204,2,36.105072,-86.762009,Nashville,Davidson,TN,77,,79,30.11,10,8.1,
A-4187933,3,37.274702,-79.908748,Roanoke,Roanoke City,VA,57,57,72,29.01,10,0,0
A-551235,2,41.147209,-112.026062,Clearfield,Davis,UT,38,33,38,25.43,10,6,0
A-549035,2,30.347134,-81.668282,Jacksonville,Duval,FL,48,44,41,30.12,10,9,0
A-1050041,2,35.60915,-97.496002,Oklahoma City,Oklahoma,OK,76,76,79,28.38,10,18,0
A-1018933,2,30.152439,-97.767319,Austin,Travis,TX,43,43,89,29.38,10,0,0
A-2821318,2,39.86824,-75.34039,Crum Lynne,Delaware,PA,48,,66,30.25,10,11.5,0
A-2934561,3,38.63123,-90.25052,Saint Louis,St. Louis City,MO,84.9,,44,30.03,10,6.9,
A-18195,3,38.772076,-121.245529,Rocklin,Placer,CA,48.2,,93,30.13,10,3.5,
A-4229002,2,41.021776,-111.925005,Kaysville,Davis,UT,80,80,40,25.34,10,7,0
A-2518456,2,30.395247,-91.109673,Baton Rouge,East Baton Rouge,LA,77,,62,30.13,9,4.6,
A-2169188,2,32.958702,-86.748787,Jemison,Chilton,AL,52,,77,30.06,10,10.4,
A-805421,3,39.609867,-104.893547,Englewood,Arapahoe,CO,74,74,21,24.33,10,3,0
A-782920,2,32.734257,-96.682907,Dallas,Dallas,TX,90,90,55,29.31,10,9,0
A-1824476,2,39.824051,-86.234863,Indianapolis,Marion,IN,55,,40,30.17,10,6.9,
A-3979411,4,41.604658,-75.646937,Jermyn,Lackawanna,PA,73.9,,79,30.31,8,6.9,
A-2633893,3,40.737072,-73.852676,Forest Hills,Queens,NY,79,,64,30.07,10,8.1,
A-1961821,3,37.327744,-121.878189,San Jose,Santa Clara,CA,55.9,,87,29.92,4,10.4,
A-704623,3,35.780151,-78.749649,Cary,Wake,NC,94,94,49,29.5,10,13,0
A-3659941,1,30.42854,-91.05619,Baton Rouge,East Baton Rouge,LA,84,84,40,29.69,10,12,0
A-4161592,3,33.87897,-117.55805,Corona,Riverside,CA,64,,93,29.99,6,,
A-2037147,2,43.007629,-83.686539,Flint,Genesee,MI,82,,60,29.67,10,5.8,
A-1461786,2,39.711514,-104.940712,Denver,Denver,CO,49,44,43,24.3,10,14,0
A-2727219,2,32.77835,-117.11681,San Diego,San Diego,CA,70,,59,29.86,10,10.4,
A-3208496,2,28.714088,-80.889233,Mims,Brevard,FL,74,74,90,30.05,10,0,0
A-1251200,3,28.030218,-80.652832,Palm Bay,Brevard,FL,88,88,63,29.89,10,7,0
A-645378,2,26.588896,-80.123138,Greenacres,Palm Beach,FL,83,83,67,29.95,10,12,0
A-3370231,2,30.438981,-91.188594,Baton Rouge,East Baton Rouge,LA,52,52,61,30.23,10,8,0
A-1245081,3,36.122673,-86.751488,Nashville,Davidson,TN,84,84,37,29.49,10,5,0
A-114453,3,33.689369,-117.768227,Irvine,Orange,CA,64.9,,70,30.13,10,3.5,
A-3407352,2,38.412269,-121.390331,Elk Grove,Sacramento,CA,56,56,84,29.88,10,8,0
A-3863421,2,37.634974,-122.08695,Hayward,Alameda,CA,66,66,81,29.89,10,9,0
A-1569168,2,44.944801,-93.348068,Minneapolis,Hennepin,MN,10,-1.9,92,30.08,2,8.1,0.03
A-1042007,2,33.403763,-81.993454,Augusta,Richmond,GA,67,67,87,29.95,10,7,0
